,close,high,low,open,volume
2013-02-04 11:07:00,2429.3051,2429.4726,2426.2778,2426.8856,0
2013-02-04 11:08:00,2431.1834,2431.1834,2428.7248,2429.3116,0
2013-02-04 11:09:00,2432.8667,2432.8667,2430.742,2431.0589,0
2013-02-04 11:10:00,2432.466,2433.6051,2431.8009,2432.6402,0
2013-02-04 11:11:00,2434.2005,2434.2005,2432.6117,2433.3513,0
2013-02-04 11:12:00,2434.6886,2434.6886,2433.4074,2434.352,0
2013-02-04 11:13:00,2433.9568,2434.8709,2433.2801,2434.8709,0
2013-02-04 11:14:00,2433.8711,2434.5953,2433.4106,2434.5045,0
2013-02-04 11:15:00,2433.5694,2433.8948,2432.7975,2433.7715,0
2013-02-04 11:16:00,2432.6183,2433.5905,2431.7563,2433.5196,0
2013-02-04 11:17:00,2432.5322,2432.9176,2431.8944,2432.9176,0
2013-02-04 11:18:00,2432.9301,2433.6094,2432.2438,2432.6753,0
2013-02-04 11:19:00,2432.831,2433.4222,2431.8161,2432.7457,0
2013-02-04 11:20:00,2432.5248,2433.0115,2431.8848,2432.7631,0
2013-02-04 11:21:00,2432.8866,2433.4755,2432.2546,2432.3383,0
2013-02-04 11:22:00,2433.0637,2433.4026,2432.3705,2433.2798,0
2013-02-04 11:23:00,2434.358,2434.5192,2432.5934,2432.6605,0
2013-02-04 11:24:00,2434.6185,2435.0341,2433.7792,2433.8327,0
2013-02-04 11:25:00,2435.118,2435.4289,2434.3784,2434.6561,0
2013-02-04 11:26:00,2432.3011,2435.2582,2432.3011,2434.301,0
2013-02-04 11:27:00,2432.3408,2433.095,2431.3886,2432.3835,0
2013-02-04 11:28:00,2431.8941,2432.5489,2431.5132,2431.8884,0
2013-02-04 11:29:00,2432.0495,2432.1064,2431.3707,2431.9026,0
2013-02-04 11:30:00,2433.118,2433.1703,2433.118,2433.1703,0
2013-02-04 13:00:00,2432.4572,2432.8417,2431.6896,2432.4505,0
2013-02-04 13:01:00,2432.2884,2432.6038,2431.6981,2432.5652,0
2013-02-04 13:02:00,2431.2124,2431.851,2430.9036,2431.034,0
2013-02-04 13:03:00,2430.5786,2431.511,2430.5535,2431.511,0
2013-02-04 13:04:00,2429.0221,2431.1348,2429.0221,2430.6849,0
2013-02-04 13:05:00,2428.7467,2430.2177,2428.7467,2429.5992,0
2013-02-04 13:06:00,2427.6615,2429.343,2427.5846,2428.549,0
2013-02-04 13:07:00,2427.6397,2429.4481,2427.1339,2428.4395,0
2013-02-04 13:08:00,2427.1415,2427.8046,2426.4348,2427.6324,0
2013-02-04 13:09:00,2426.5078,2427.0007,2426.5078,2426.9792,0
2013-02-04 13:10:00,2427.1767,2428.2708,2426.3664,2426.5372,0
2013-02-04 13:11:00,2427.5705,2428.0558,2426.5531,2428.0558,0
2013-02-04 13:12:00,2427.7227,2427.7227,2426.7654,2427.5843,0
2013-02-04 13:13:00,2428.0439,2428.1431,2427.0211,2427.2547,0
2013-02-04 13:14:00,2427.7749,2428.3866,2426.9786,2427.9769,0
2013-02-04 13:15:00,2428.1598,2428.7628,2427.1763,2427.5841,0
2013-02-04 13:16:00,2428.0358,2428.5728,2427.2731,2428.5728,0
2013-02-04 13:17:00,2427.0697,2428.1049,2426.8597,2427.2282,0
2013-02-04 13:18:00,2425.4873,2426.9361,2425.2516,2426.7042,0
2013-02-04 13:19:00,2424.8024,2425.7804,2424.725,2425.7804,0
2013-02-04 13:20:00,2424.4056,2424.8972,2422.8846,2424.8972,0
2013-02-04 13:21:00,2424.3789,2424.3789,2422.7765,2422.7885,0
2013-02-04 13:22:00,2424.4344,2426.3602,2424.4344,2424.501,0
2013-02-04 13:23:00,2424.9001,2425.7596,2424.4347,2425.4049,0
2013-02-04 13:24:00,2424.1306,2424.7959,2423.8077,2424.7959,0
2013-02-04 13:25:00,2422.9707,2424.7879,2422.9707,2423.743,0
2013-02-04 13:26:00,2422.0201,2423.5536,2421.9855,2423.2963,0
2013-02-04 13:27:00,2421.6007,2423.0244,2421.6007,2422.1859,0
2013-02-04 13:28:00,2423.2303,2423.8582,2421.2669,2422.4872,0
2013-02-04 13:29:00,2422.978,2424.8515,2422.978,2423.006,0
2013-02-04 13:30:00,2423.1084,2424.0619,2423.1084,2424.0619,0
2013-02-04 13:31:00,2423.5471,2424.186,2423.2241,2423.9234,0
2013-02-04 13:32:00,2423.4733,2425.3857,2423.3214,2423.3214,0
2013-02-04 13:33:00,2425.1585,2425.1585,2424.2121,2424.4441,0
2013-02-04 13:34:00,2423.9208,2425.3438,2423.9208,2424.2165,0
2013-02-04 13:35:00,2423.5163,2424.8159,2423.1886,2424.8159,0
2013-02-04 13:36:00,2422.8588,2424.1093,2422.5053,2424.1093,0
2013-02-04 13:37:00,2421.9018,2423.2559,2421.7464,2422.3759,0
2013-02-04 13:38:00,2419.9083,2421.3845,2419.5333,2421.3845,0
2013-02-04 13:39:00,2419.2567,2420.005,2417.8959,2419.8312,0
2013-02-04 13:40:00,2420.4606,2420.5359,2417.8953,2418.8203,0
2013-02-04 13:41:00,2418.4932,2419.1961,2418.2744,2419.116,0
2013-02-04 13:42:00,2420.7947,2421.5767,2418.4476,2418.4476,0
2013-02-04 13:43:00,2421.3281,2421.8867,2420.4379,2421.4369,0
2013-02-04 13:44:00,2422.4229,2422.936,2421.063,2421.1803,0
2013-02-04 13:45:00,2423.2495,2423.7224,2421.8916,2422.1371,0
2013-02-04 13:46:00,2423.436,2424.1667,2423.1422,2423.3089,0
2013-02-04 13:47:00,2424.1668,2424.6051,2423.1998,2424.5063,0
2013-02-04 13:48:00,2423.8996,2424.8463,2423.214,2424.1627,0
2013-02-04 13:49:00,2425.2288,2425.2288,2423.9736,2424.98,0
2013-02-04 13:50:00,2425.314,2425.4692,2424.5355,2425.1521,0
2013-02-04 13:51:00,2425.3457,2426.197,2425.0857,2425.0857,0
2013-02-04 13:52:00,2426.0083,2426.3359,2424.9698,2425.7324,0
2013-02-04 13:53:00,2426.5483,2426.8674,2425.8092,2426.3379,0
2013-02-04 13:54:00,2427.6527,2427.8711,2425.8363,2427.5303,0
2013-02-04 13:55:00,2427.7267,2428.037,2426.1545,2426.5973,0
2013-02-04 13:56:00,2428.6199,2428.6199,2426.7973,2427.9524,0
2013-02-04 13:57:00,2428.8562,2429.2371,2427.8312,2428.7592,0
2013-02-04 13:58:00,2428.6498,2429.3102,2427.9624,2428.5648,0
2013-02-04 13:59:00,2427.2092,2428.8681,2426.8367,2428.5717,0
2013-02-04 14:00:00,2426.4284,2427.8216,2426.4284,2427.5034,0
2013-02-04 14:01:00,2426.6925,2427.0593,2426.1182,2426.9654,0
2013-02-04 14:02:00,2426.8773,2427.0331,2425.746,2426.3855,0
2013-02-04 14:03:00,2426.5247,2427.6055,2425.7786,2426.3818,0
2013-02-04 14:04:00,2428.2264,2428.2285,2426.3357,2427.1395,0
2013-02-04 14:05:00,2428.8257,2429.1266,2427.412,2427.412,0
2013-02-04 14:06:00,2430.3658,2430.4833,2428.5042,2428.9498,0
2013-02-04 14:07:00,2431.542,2431.542,2429.4401,2429.4401,0
2013-02-04 14:08:00,2430.914,2432.1942,2430.6887,2431.359,0
2013-02-04 14:09:00,2432.8809,2432.8809,2431.3788,2432.1499,0
2013-02-04 14:10:00,2432.9098,2433.0378,2431.4696,2432.0036,0
2013-02-04 14:11:00,2432.9039,2432.9039,2431.2115,2431.8913,0
2013-02-04 14:12:00,2432.248,2432.9989,2431.7594,2432.6591,0
2013-02-04 14:13:00,2430.5003,2432.2759,2430.0152,2432.2759,0
