,close,high,low,open,volume
2013-02-18 11:09:00,2431.3926,2431.6673,2424.4055,2424.4055,0
2013-02-18 11:10:00,2432.4781,2432.5773,2431.1227,2431.1227,0
2013-02-18 11:11:00,2432.6321,2432.9692,2431.8415,2432.702,0
2013-02-18 11:12:00,2431.5377,2433.2221,2431.1458,2433.2221,0
2013-02-18 11:13:00,2430.7691,2432.2549,2430.7691,2432.0411,0
2013-02-18 11:14:00,2430.5528,2432.3162,2430.5287,2432.0053,0
2013-02-18 11:15:00,2432.8417,2433.3467,2430.9698,2430.9698,0
2013-02-18 11:16:00,2432.1599,2432.8795,2431.7132,2432.3481,0
2013-02-18 11:17:00,2431.947,2432.5075,2431.8006,2431.9649,0
2013-02-18 11:18:00,2434.9801,2435.174,2433.3817,2433.3817,0
2013-02-18 11:19:00,2435.1809,2435.1809,2434.029,2434.5489,0
2013-02-18 11:20:00,2432.917,2435.0273,2432.917,2435.0273,0
2013-02-18 11:21:00,2433.9722,2434.4817,2433.6991,2433.6991,0
2013-02-18 11:22:00,2433.1909,2434.0421,2432.5668,2433.9068,0
2013-02-18 11:23:00,2432.3267,2434.22,2432.3267,2432.3908,0
2013-02-18 11:24:00,2432.3331,2432.9583,2431.7376,2432.8239,0
2013-02-18 11:25:00,2433.424,2434.1137,2431.7929,2432.5475,0
2013-02-18 11:26:00,2433.7447,2434.3953,2433.0815,2433.0815,0
2013-02-18 11:27:00,2433.1223,2434.0274,2432.7649,2433.9269,0
2013-02-18 11:28:00,2433.3314,2433.9776,2433.1235,2433.3722,0
2013-02-18 11:29:00,2433.6818,2433.9882,2432.8774,2432.9503,0
2013-02-18 11:30:00,2433.4011,2433.4283,2433.4011,2433.4283,0
2013-02-18 13:01:00,2432.0184,2433.5893,2431.3012,2433.317,0
2013-02-18 13:02:00,2430.5061,2432.2758,2430.0049,2432.2758,0
2013-02-18 13:03:00,2428.1893,2430.9851,2428.1893,2430.7307,0
2013-02-18 13:04:00,2426.8509,2429.2403,2426.8509,2429.2403,0
2013-02-18 13:05:00,2425.3233,2426.6668,2424.2922,2426.6668,0
2013-02-18 13:06:00,2426.6332,2427.5292,2425.3779,2425.3779,0
2013-02-18 13:07:00,2426.5756,2427.3205,2426.0152,2426.3979,0
2013-02-18 13:08:00,2424.526,2426.2493,2424.3563,2426.0354,0
2013-02-18 13:09:00,2425.2855,2426.7483,2424.1534,2424.6152,0
2013-02-18 13:10:00,2427.2929,2427.2929,2425.0193,2425.1478,0
2013-02-18 13:11:00,2427.6052,2427.6052,2426.6648,2426.9426,0
2013-02-18 13:12:00,2427.2169,2428.0121,2426.0317,2427.1522,0
2013-02-18 13:13:00,2427.1282,2428.6174,2426.532,2427.1212,0
2013-02-18 13:14:00,2428.8258,2429.2724,2427.5247,2427.9046,0
2013-02-18 13:15:00,2429.0736,2429.4569,2427.1332,2429.2066,0
2013-02-18 13:16:00,2430.3115,2430.5577,2428.8814,2429.0756,0
2013-02-18 13:17:00,2429.3516,2430.6288,2428.5725,2430.6288,0
2013-02-18 13:18:00,2428.4521,2429.8536,2428.4521,2429.2071,0
2013-02-18 13:19:00,2429.7814,2430.5953,2428.7043,2428.7043,0
2013-02-18 13:20:00,2429.883,2430.4953,2428.9641,2429.6553,0
2013-02-18 13:21:00,2431.3988,2432.2842,2429.6894,2430.1337,0
2013-02-18 13:22:00,2432.3716,2432.5149,2431.2827,2431.766,0
2013-02-18 13:23:00,2430.2919,2432.4494,2430.2309,2432.4494,0
2013-02-18 13:24:00,2429.5241,2431.3275,2429.5121,2430.2112,0
2013-02-18 13:25:00,2430.0002,2430.3479,2429.6576,2429.7006,0
2013-02-18 13:26:00,2428.6207,2429.9832,2427.9222,2429.8064,0
2013-02-18 13:27:00,2428.6059,2429.1654,2427.9818,2427.9818,0
2013-02-18 13:28:00,2428.1237,2429.2572,2427.6636,2427.8087,0
2013-02-18 13:29:00,2428.1296,2429.0353,2427.5913,2428.6336,0
2013-02-18 13:30:00,2429.2941,2429.2941,2427.6995,2428.351,0
2013-02-18 13:31:00,2433.2965,2433.2965,2429.0465,2429.0465,0
2013-02-18 13:32:00,2432.4011,2433.3225,2431.9737,2433.3225,0
2013-02-18 13:33:00,2432.2194,2432.7838,2430.7588,2432.7838,0
2013-02-18 13:34:00,2429.4238,2432.4838,2429.2044,2432.4838,0
2013-02-18 13:35:00,2429.1798,2429.5162,2428.5666,2429.1542,0
2013-02-18 13:36:00,2429.7466,2431.0226,2429.1854,2429.1854,0
2013-02-18 13:37:00,2429.4657,2431.3019,2429.2705,2429.9232,0
2013-02-18 13:38:00,2430.9716,2431.4674,2429.3951,2429.4582,0
2013-02-18 13:39:00,2431.4616,2432.0756,2430.8087,2431.2407,0
2013-02-18 13:40:00,2431.055,2431.9911,2430.3808,2431.1521,0
2013-02-18 13:41:00,2431.6308,2431.8595,2429.6389,2429.6389,0
2013-02-18 13:42:00,2430.8454,2431.6495,2429.9257,2431.6089,0
2013-02-18 13:43:00,2431.3412,2431.5653,2430.157,2430.9654,0
2013-02-18 13:44:00,2431.7804,2431.7804,2430.3682,2431.4622,0
2013-02-18 13:45:00,2429.7234,2431.659,2429.4474,2431.5906,0
2013-02-18 13:46:00,2430.3018,2431.191,2429.0468,2429.6105,0
2013-02-18 13:47:00,2429.4342,2431.0597,2428.9513,2430.6343,0
2013-02-18 13:48:00,2430.5122,2431.0629,2429.2878,2429.2878,0
2013-02-18 13:49:00,2430.2317,2430.4218,2429.0092,2430.0261,0
2013-02-18 13:50:00,2429.9997,2431.1836,2429.6305,2430.7823,0
2013-02-18 13:51:00,2427.4322,2430.5961,2427.4322,2429.6225,0
2013-02-18 13:52:00,2427.4722,2428.9241,2427.3326,2427.3326,0
2013-02-18 13:53:00,2427.6342,2427.9751,2427.1529,2427.7449,0
2013-02-18 13:54:00,2427.2989,2428.0783,2426.4425,2427.5431,0
2013-02-18 13:55:00,2427.3866,2427.3866,2426.3633,2426.9095,0
2013-02-18 13:56:00,2426.1997,2427.1918,2426.1997,2426.2351,0
2013-02-18 13:57:00,2425.7143,2427.2333,2425.7143,2426.6326,0
2013-02-18 13:58:00,2425.9778,2426.2265,2425.1254,2425.9182,0
2013-02-18 13:59:00,2426.1086,2426.8524,2425.1982,2426.73,0
2013-02-18 14:00:00,2425.961,2426.5737,2425.3538,2425.8452,0
2013-02-18 14:01:00,2425.6472,2426.5558,2425.4491,2426.2786,0
2013-02-18 14:02:00,2425.8486,2426.2559,2425.3146,2425.5228,0
2013-02-18 14:03:00,2425.5754,2426.0049,2424.9377,2425.9557,0
2013-02-18 14:04:00,2425.3279,2425.8241,2424.7021,2425.3054,0
2013-02-18 14:05:00,2426.4314,2426.4314,2424.2117,2424.9527,0
2013-02-18 14:06:00,2429.3351,2429.3351,2426.3054,2426.3054,0
2013-02-18 14:07:00,2429.0299,2429.4907,2428.0041,2429.4907,0
2013-02-18 14:08:00,2428.6552,2429.5533,2427.5158,2429.5533,0
2013-02-18 14:09:00,2427.8694,2429.0064,2427.8439,2428.917,0
2013-02-18 14:10:00,2428.1896,2429.091,2426.9018,2429.091,0
2013-02-18 14:11:00,2427.2693,2428.0102,2426.4987,2428.0102,0
2013-02-18 14:12:00,2426.6455,2427.3474,2426.0366,2427.075,0
2013-02-18 14:13:00,2426.2853,2427.6254,2426.1579,2426.6512,0
2013-02-18 14:14:00,2426.8308,2427.0041,2426.1263,2426.6845,0
2013-02-18 14:15:00,2426.3507,2427.2926,2425.6399,2426.0372,0
2013-02-18 14:16:00,2426.6062,2427.9826,2426.3492,2426.4859,0
2013-02-18 14:17:00,2427.3771,2427.8075,2426.8985,2427.0705,0
2013-02-18 14:18:00,2427.0077,2427.9998,2426.7441,2426.7441,0
2013-02-18 14:19:00,2425.3171,2427.4032,2425.3171,2426.6224,0
2013-02-18 14:20:00,2425.1975,2426.4134,2425.1975,2426.4134,0
2013-02-18 14:21:00,2425.2684,2426.2904,2425.0602,2426.0158,0
2013-02-18 14:22:00,2425.835,2426.6068,2425.0035,2425.0035,0
2013-02-18 14:23:00,2424.3776,2425.8131,2424.3776,2425.8131,0
2013-02-18 14:24:00,2423.2238,2424.8521,2423.1023,2424.8521,0
2013-02-18 14:25:00,2424.1477,2424.6836,2422.9664,2424.6836,0
2013-02-18 14:26:00,2422.9186,2424.6977,2422.4532,2423.6642,0
2013-02-18 14:27:00,2423.8415,2425.0782,2422.2526,2424.8253,0
2013-02-18 14:28:00,2423.8511,2425.1568,2423.8511,2424.3552,0
2013-02-18 14:29:00,2424.7319,2425.0973,2423.7332,2423.7645,0
2013-02-18 14:30:00,2427.042,2427.101,2424.0539,2424.0539,0
2013-02-18 14:31:00,2428.4848,2428.4848,2426.7018,2427.1909,0
2013-02-18 14:32:00,2427.7864,2429.0581,2426.7557,2428.5325,0
2013-02-18 14:33:00,2428.1744,2428.6963,2427.3484,2427.9232,0
2013-02-18 14:34:00,2429.0799,2429.0799,2427.2747,2428.6189,0
2013-02-18 14:35:00,2428.4597,2428.843,2427.5995,2428.3618,0
2013-02-18 14:36:00,2427.5246,2428.6061,2427.3421,2428.6061,0
2013-02-18 14:37:00,2427.8472,2428.6336,2426.7734,2428.6336,0
2013-02-18 14:38:00,2426.873,2428.0985,2426.6824,2427.0453,0
2013-02-18 14:39:00,2426.7115,2427.5707,2425.6157,2427.5707,0
2013-02-18 14:40:00,2426.3485,2427.1585,2425.897,2426.7613,0
2013-02-18 14:41:00,2426.2597,2426.6616,2426.0244,2426.2943,0
2013-02-18 14:42:00,2426.3464,2427.5365,2425.7267,2426.1903,0
2013-02-18 14:43:00,2426.6512,2427.5176,2426.3054,2426.5796,0
2013-02-18 14:44:00,2427.3803,2427.3803,2425.8053,2426.6802,0
2013-02-18 14:45:00,2426.1478,2427.3225,2425.14,2427.3225,0
2013-02-18 14:46:00,2426.848,2427.2476,2425.9705,2426.9475,0
2013-02-18 14:47:00,2426.9897,2426.9897,2426.1297,2426.1473,0
2013-02-18 14:48:00,2425.6329,2427.0808,2425.4707,2426.726,0
2013-02-18 14:49:00,2425.7429,2426.7263,2425.4209,2425.9222,0
2013-02-18 14:50:00,2425.6011,2426.3526,2424.9735,2426.1836,0
2013-02-18 14:51:00,2425.0957,2426.4658,2425.0957,2425.7025,0
2013-02-18 14:52:00,2424.8163,2425.7051,2424.3314,2424.9764,0
2013-02-18 14:53:00,2424.0431,2425.6359,2424.0431,2424.6589,0
2013-02-18 14:54:00,2423.6652,2425.1872,2423.6652,2424.1704,0
2013-02-18 14:55:00,2423.0673,2424.3045,2422.9375,2424.0497,0
2013-02-18 14:56:00,2422.2174,2423.0986,2421.7561,2422.8289,0
2013-02-18 14:57:00,2421.4846,2422.5085,2420.9073,2422.4274,0
2013-02-18 14:58:00,2422.0106,2422.0192,2420.6052,2421.5862,0
2013-02-18 14:59:00,2422.2458,2422.6078,2421.0709,2422.0819,0
2013-02-18 15:00:00,2421.5581,2422.161,2421.5581,2422.161,0
