,close,high,low,open,volume
2013-02-18 10:00:00,8.49,8.49,8.49,8.49,4900
2013-02-18 10:01:00,8.5,8.5,8.5,8.5,3300
2013-02-18 10:02:00,8.5,8.5,8.49,8.49,471
2013-02-18 10:03:00,8.51,8.51,8.5,8.5,3101
2013-02-18 10:04:00,8.51,8.51,8.5,8.51,8000
2013-02-18 10:05:00,8.51,8.51,8.51,8.51,11000
2013-02-18 10:06:00,8.51,8.51,8.51,8.51,3000
2013-02-18 10:07:00,8.5,8.51,8.5,8.51,17600
2013-02-18 10:08:00,8.5,8.51,8.5,8.51,23899
2013-02-18 10:09:00,8.5,8.5,8.47,8.49,130101
2013-02-18 10:10:00,8.5,8.51,8.5,8.51,1500
2013-02-18 10:11:00,8.51,8.51,8.5,8.51,22900
2013-02-18 10:12:00,8.46,8.5,8.46,8.5,124599
2013-02-18 10:13:00,8.49,8.5,8.49,8.5,9000
2013-02-18 10:14:00,8.48,8.49,8.48,8.49,4800
2013-02-18 10:15:00,8.48,8.49,8.48,8.49,26800
2013-02-18 10:16:00,8.48,8.49,8.48,8.49,4800
2013-02-18 10:17:00,8.49,8.49,8.49,8.49,1700
2013-02-18 10:18:00,8.49,8.49,8.49,8.49,1700
2013-02-18 10:19:00,8.49,8.49,8.49,8.49,2000
2013-02-18 10:20:00,8.49,8.49,8.49,8.49,5029
2013-02-18 10:21:00,8.49,8.49,8.49,8.49,3871
2013-02-18 10:22:00,8.49,8.49,8.49,8.49,18229
2013-02-18 10:23:00,8.49,8.49,8.49,8.49,1
2013-02-18 10:24:00,8.5,8.5,8.49,8.5,27511
2013-02-18 10:25:00,8.51,8.51,8.5,8.5,2500
2013-02-18 10:26:00,8.51,8.51,8.51,8.51,2600
2013-02-18 10:27:00,8.51,8.51,8.51,8.51,1500
2013-02-18 10:28:00,8.51,8.51,8.5,8.51,37989
2013-02-18 10:29:00,8.5,8.51,8.5,8.51,92411
2013-02-18 10:30:00,8.49,8.5,8.49,8.5,20200
2013-02-18 10:31:00,8.48,8.5,8.48,8.49,27400
2013-02-18 10:32:00,8.48,8.48,8.48,8.48,50000
2013-02-18 10:33:00,8.49,8.49,8.49,8.49,12900
2013-02-18 10:34:00,8.49,8.49,8.49,8.49,8700
2013-02-18 10:35:00,8.48,8.48,8.48,8.48,49659
2013-02-18 10:36:00,8.47,8.48,8.47,8.48,42900
2013-02-18 10:37:00,8.47,8.48,8.47,8.48,5900
2013-02-18 10:38:00,8.46,8.46,8.46,8.46,7141
2013-02-18 10:39:00,8.47,8.47,8.46,8.47,4800
2013-02-18 10:40:00,8.45,8.46,8.45,8.46,71000
2013-02-18 10:41:00,8.46,8.46,8.46,8.46,8000
2013-02-18 10:42:00,8.46,8.47,8.46,8.46,5400
2013-02-18 10:43:00,8.47,8.47,8.47,8.47,1000
2013-02-18 10:44:00,8.47,8.47,8.47,8.47,8700
2013-02-18 10:45:00,8.47,8.47,8.47,8.47,500
2013-02-18 10:46:00,8.45,8.47,8.45,8.47,20100
2013-02-18 10:47:00,8.45,8.45,8.45,8.45,100688
2013-02-18 10:48:00,8.42,8.42,8.42,8.42,1000
2013-02-18 10:49:00,8.43,8.43,8.43,8.43,9900
2013-02-18 10:50:00,8.42,8.42,8.41,8.42,103100
2013-02-18 10:51:00,8.42,8.42,8.41,8.41,23500
2013-02-18 10:52:00,8.42,8.42,8.42,8.42,25000
2013-02-18 10:53:00,8.42,8.43,8.42,8.43,12500
2013-02-18 10:54:00,8.4,8.42,8.4,8.42,85500
2013-02-18 10:55:00,8.4,8.4,8.4,8.4,68000
2013-02-18 10:56:00,8.4,8.4,8.4,8.4,27000
2013-02-18 10:57:00,8.41,8.41,8.4,8.4,20300
2013-02-18 10:58:00,8.41,8.41,8.4,8.4,14700
2013-02-18 10:59:00,8.41,8.41,8.41,8.41,12100
2013-02-18 11:00:00,8.42,8.42,8.41,8.41,38800
2013-02-18 11:01:00,8.44,8.44,8.42,8.42,21326
2013-02-18 11:02:00,8.44,8.45,8.43,8.44,4500
2013-02-18 11:03:00,8.44,8.44,8.44,8.44,200
2013-02-18 11:06:00,8.43,8.44,8.43,8.44,4910
2013-02-18 11:07:00,8.42,8.42,8.42,8.42,24000
2013-02-18 11:08:00,8.44,8.44,8.43,8.43,7800
2013-02-18 11:09:00,8.45,8.45,8.45,8.45,5500
2013-02-18 11:10:00,8.45,8.45,8.45,8.45,22100
2013-02-18 11:11:00,8.46,8.46,8.45,8.45,14400
2013-02-18 11:12:00,8.46,8.46,8.46,8.46,10600
2013-02-18 11:13:00,8.46,8.46,8.46,8.46,8800
2013-02-18 11:14:00,8.47,8.47,8.47,8.47,1000
2013-02-18 11:15:00,8.47,8.47,8.47,8.47,2400
2013-02-18 11:16:00,8.47,8.47,8.47,8.47,1300
2013-02-18 11:17:00,8.47,8.47,8.47,8.47,8900
2013-02-18 11:18:00,8.47,8.47,8.47,8.47,42300
2013-02-18 11:19:00,8.46,8.46,8.46,8.46,10800
2013-02-18 11:20:00,8.46,8.46,8.46,8.46,2100
2013-02-18 11:21:00,8.46,8.46,8.46,8.46,400
2013-02-18 11:22:00,8.45,8.46,8.45,8.46,5800
2013-02-18 11:24:00,8.46,8.46,8.46,8.46,800
2013-02-18 11:25:00,8.47,8.47,8.47,8.47,9500
2013-02-18 11:27:00,8.47,8.47,8.47,8.47,17400
2013-02-18 11:28:00,8.47,8.47,8.47,8.47,6600
2013-02-18 11:29:00,8.47,8.47,8.47,8.47,2300
